-7.4029,6.2177,3.2753,0.1699,-1.3206,2.7411,-1.8244,6.3422,4.3144,1.2405,-1.6731,2.7514,point_left_1
-5.5258,5.8969,2.8515,0.1311,-1.4409,3.1249,1.0319,5.4133,4.0917,1.3844,-1.8867,3.2762,point_left_1
-4.1396,5.6144,2.7438,0.1523,-1.3254,3.4567,2.2338,4.4293,2.9664,1.5700,-1.5605,3.5125,point_left_1
-1.4006,4.5346,2.9784,-0.0488,-1.4627,3.9079,2.4612,2.6743,0.7398,1.6943,-1.7413,4.0168,point_left_1
0.0407,4.4748,1.1803,-0.3902,-1.2300,4.1495,3.9672,1.1516,-0.0168,1.7523,-1.3852,4.3493,point_left_1
4.4963,3.2154,3.5219,-0.7270,-1.5840,4.1937,8.2935,-0.0479,-3.0287,1.4442,-1.6025,4.3656,point_left_1
5.9855,4.2282,1.6520,-1.0062,-1.4693,3.2575,12.2128,0.0311,-2.2577,0.7605,-1.4220,3.8782,point_left_1
7.7644,3.8978,3.6895,-1.2889,-1.1734,2.6401,13.3309,0.1484,-2.9449,0.4253,-0.5221,3.0358,point_left_1
7.8697,4.7214,4.7477,-0.9350,-0.8324,1.4693,13.2160,0.5818,-2.1691,-0.1015,-0.3958,1.9819,point_left_1
8.3438,4.7190,4.1180,-0.7548,-0.7512,0.8807,13.9893,-0.1125,-0.8547,-0.2661,-0.2603,1.3578,point_left_1
7.9152,4.6615,6.0501,-0.6861,0.0778,0.1879,13.9199,0.3160,0.1580,-0.2365,0.4286,0.5013,point_left_1
6.2297,5.2385,5.3989,-0.2289,0.2526,-0.1719,11.1737,0.4022,0.5219,-0.1102,0.4590,-0.1419,point_left_1
5.2648,5.5091,5.6120,-0.2297,0.4305,-0.2490,10.5896,1.1396,0.3807,-0.0907,0.5223,-0.2242,point_left_1
5.0230,5.2481,5.8849,-0.1128,0.1007,-0.1577,9.4930,0.8882,0.8140,-0.0782,0.1779,-0.1812,point_left_1
5.4492,5.3582,5.1954,-0.0265,-0.0016,-0.1362,10.1586,1.1061,0.3950,-0.1038,0.0361,-0.1775,point_left_1
4.6543,5.1691,5.8059,-0.0076,0.0982,-0.0629,9.9264,0.9553,1.0798,-0.0087,0.0625,-0.1251,point_left_1
5.5474,5.2577,4.8914,0.1272,0.1498,-0.0969,10.5105,0.8547,0.9242,0.1812,-0.0145,-0.2431,point_left_1
5.5522,5.3103,5.1619,0.1583,0.2451,-0.2757,10.5465,1.0582,0.0742,0.0489,0.1419,-0.4327,point_left_1
6.1435,5.3223,5.7245,0.1958,0.0040,-0.3182,11.3006,1.0774,-0.6776,-0.0052,-0.1319,-0.4258,point_left_1
7.2736,5.2170,4.5969,0.1936,0.2702,-0.7679,13.3908,0.7901,-0.0192,-0.1168,-0.1311,-0.8652,point_left_1
6.9863,5.2194,5.5689,0.3769,0.9637,-1.3019,12.5001,0.5890,0.8835,-0.0593,0.8691,-1.5022,point_left_1
7.1228,4.9392,6.0406,0.8127,1.8138,-2.2833,15.0069,1.4509,-0.4980,0.0842,1.2272,-2.8301,point_left_1
3.6871,5.7389,5.0422,1.0661,1.8827,-2.8401,10.4052,2.1165,-0.6895,-0.5253,1.7495,-3.7691,point_left_1
2.4062,5.4396,5.0015,0.9976,1.6331,-2.9268,6.1627,1.9010,1.6999,-0.3929,1.1867,-3.5412,point_left_1
0.6704,5.0254,4.9488,0.9234,1.1602,-3.0742,9.0237,3.1412,0.4381,-0.7204,0.7454,-3.5694,point_left_1
0.6656,5.2625,3.5530,0.8800,0.2657,-3.4366,6.5841,3.0933,-0.2562,-1.0589,-0.1559,-4.2070,point_left_1
-0.6321,5.3654,2.3535,0.5476,1.0180,-3.4274,2.4636,2.7318,1.5610,-1.3979,1.4440,-3.5120,point_left_1
-2.3200,5.2289,2.2601,0.3989,1.0521,-3.1520,3.4046,4.0342,1.1588,-1.2299,1.1547,-3.2857,point_left_1
-3.9313,4.9967,1.6927,0.2657,0.9721,-2.9976,1.1444,4.8530,2.3679,-1.3145,1.3931,-2.8117,point_left_1
-6.2321,5.1571,1.8723,0.0225,1.2159,-2.5043,-0.8906,5.7317,3.5793,-1.1583,1.7726,-2.5165,point_left_1
-7.5872,5.8849,2.1332,-0.2077,0.7278,-2.0661,-2.8778,6.6367,4.8363,-1.0936,1.0591,-2.0788,point_left_1
-9.6271,6.9121,2.7749,-0.2527,0.1140,-1.2428,-4.1827,7.1347,7.1395,-0.9413,0.3725,-1.0451,point_left_1
-7.9464,6.6846,2.8036,-0.2265,-0.1719,-0.6183,-0.6033,8.0182,5.3175,-0.6686,-0.1210,-0.4147,point_left_1
-7.6519,6.1459,4.1084,-0.2009,-0.0851,-0.3206,-0.0694,7.4101,7.3334,-0.3272,0.0384,-0.1194,point_left_1
-6.7397,6.3279,2.6288,-0.0787,0.0674,-0.0719,0.6991,7.4915,6.0645,-0.0420,-0.0961,-0.0508,point_left_1
-7.2616,6.3662,4.2138,-0.1990,0.3568,0.0889,-0.0599,7.4651,6.1363,-0.0180,0.5577,0.0532,point_left_1
-6.4979,5.9687,4.1132,0.0183,-0.0638,0.2892,1.0846,7.3885,5.4229,0.1560,-0.2879,0.1721,point_left_1
-5.7676,5.7389,3.2968,0.0785,-0.1339,0.2514,0.8643,7.0342,5.1260,0.1940,-0.1663,0.1515,point_left_1
-5.8778,5.6503,2.6671,0.0722,0.1458,0.1589,0.3496,7.1611,4.5849,0.2433,-0.0301,0.0484,point_left_1
-7.0126,5.8849,2.6552,-0.0334,0.0446,0.2802,-1.3168,6.9528,5.0326,0.2277,0.0274,0.2825,point_left_1
-6.6080,5.5545,3.5027,0.0809,-0.1263,0.4335,0.2873,6.9983,5.6695,0.3657,-0.2703,0.4473,point_left_1
-7.8961,6.4907,2.1739,0.0105,0.0883,0.7020,-2.0327,7.6136,5.4420,0.5488,0.0520,0.6670,point_left_1
-8.7891,6.7301,2.9856,-0.1034,-0.3681,1.2682,-2.8371,7.2664,6.2728,0.5985,-0.3692,1.4250,point_left_1
-8.0924,6.7732,3.1292,-0.1188,-0.8715,1.9833,-1.0223,7.2089,5.0829,0.8278,-1.1754,2.2252,point_left_1
